Entity,Code,Day,total_vaccinations_per_hundred
Arkansas,,2021-06-05,69.71
Arkansas,,2021-06-06,69.96
Arkansas,,2021-06-07,69.96
Arkansas,,2021-06-08,70.15
Arkansas,,2021-06-09,70.36
Arkansas,,2021-06-10,70.6
Arkansas,,2021-06-11,70.6
Arkansas,,2021-06-12,70.82
Arkansas,,2021-06-13,71.04
Arkansas,,2021-06-14,71.3
Arkansas,,2021-06-15,71.42
Arkansas,,2021-06-16,71.64
Arkansas,,2021-06-17,71.84
Arkansas,,2021-06-18,72.03
Arkansas,,2021-06-19,72.25
Arkansas,,2021-06-20,72.43
Arkansas,,2021-06-21,72.58
Arkansas,,2021-06-22,72.63
Arkansas,,2021-06-23,72.77
Arkansas,,2021-06-24,72.93
California,,2021-01-12,2.07
California,,2021-01-13,2.26
California,,2021-01-14,2.47
California,,2021-01-15,2.72
California,,2021-01-19,3.7
California,,2021-01-20,3.88
California,,2021-01-21,4.14
California,,2021-01-22,4.56
California,,2021-01-23,5.08
California,,2021-01-24,5.57
California,,2021-01-25,5.9
California,,2021-01-26,6.19
California,,2021-01-27,6.53
California,,2021-01-28,6.95
California,,2021-01-29,7.37
California,,2021-01-30,7.83
California,,2021-01-31,8.31
California,,2021-02-01,8.74
California,,2021-02-02,8.97
California,,2021-02-03,9.29
California,,2021-02-04,9.42
California,,2021-02-05,9.92
California,,2021-02-06,10.47
California,,2021-02-07,11.35
California,,2021-02-08,11.85
California,,2021-02-09,12.11
California,,2021-02-10,12.55
California,,2021-02-11,13
California,,2021-02-12,13.52
California,,2021-02-13,14.08
California,,2021-02-14,14.73
California,,2021-02-16,15.72
California,,2021-02-17,16
California,,2021-02-18,16.44
California,,2021-02-19,17.63
California,,2021-02-20,18.23
California,,2021-02-21,18.86
California,,2021-02-22,19.25
California,,2021-02-23,19.56
California,,2021-02-24,19.93
California,,2021-02-25,20.41
California,,2021-02-26,21.03
California,,2021-02-27,21.68
California,,2021-02-28,22.32
California,,2021-03-01,23.05
California,,2021-03-02,24.04
California,,2021-03-03,24.63
California,,2021-03-04,24.95
California,,2021-03-05,25.49
California,,2021-03-06,26.36
California,,2021-03-07,26.92
California,,2021-03-08,27.35
California,,2021-03-09,27.65
California,,2021-03-10,28
California,,2021-03-11,28.4
California,,2021-03-12,28.92
California,,2021-03-13,30.07
California,,2021-03-14,30.08
California,,2021-03-15,31.15
California,,2021-03-16,32.11
California,,2021-03-17,33.31
California,,2021-03-18,34.33
California,,2021-03-19,35.14
California,,2021-03-20,36.13
California,,2021-03-21,37.22
California,,2021-03-22,38.09
California,,2021-03-23,38.85
California,,2021-03-24,39.71
California,,2021-03-25,40.65
California,,2021-03-26,41.83
California,,2021-03-27,42.89
California,,2021-03-28,43.87
California,,2021-03-29,44.81
California,,2021-03-30,45.36
California,,2021-03-31,46.12
California,,2021-04-01,47.08
California,,2021-04-02,48.05
California,,2021-04-03,49.22
California,,2021-04-04,50.52
California,,2021-04-05,51.4
California,,2021-04-06,51.85
California,,2021-04-07,52.81
California,,2021-04-08,53.76
California,,2021-04-09,54.98
California,,2021-04-10,56.39
California,,2021-04-11,57.59
California,,2021-04-12,58.29
California,,2021-04-13,58.78
California,,2021-04-14,60.04
California,,2021-04-15,61.35
California,,2021-04-16,63.39
California,,2021-04-17,64.71
California,,2021-04-18,66.04
California,,2021-04-19,66.9
California,,2021-04-20,67.55
California,,2021-04-21,68.37
California,,2021-04-22,69.31
California,,2021-04-23,70.17
California,,2021-04-24,71.63
California,,2021-04-25,72.89
California,,2021-04-26,73.78
California,,2021-04-27,74.34
California,,2021-04-28,75.01
California,,2021-04-29,75.82
California,,2021-04-30,76.49
California,,2021-05-01,78
California,,2021-05-02,78.93
California,,2021-05-03,79.42
California,,2021-05-04,79.64
California,,2021-05-05,80.15
California,,2021-05-06,80.98
California,,2021-05-07,81.92
California,,2021-05-08,82.91
California,,2021-05-09,83.8
California,,2021-05-10,84.63
California,,2021-05-11,85.12
California,,2021-05-12,85.59
California,,2021-05-13,86.27
California,,2021-05-14,86.86
California,,2021-05-15,87.86
California,,2021-05-16,88.87
California,,2021-05-17,89.45
California,,2021-05-18,89.89
California,,2021-05-19,90.52
California,,2021-05-20,91.25
California,,2021-05-21,92.07
California,,2021-05-22,92.92
California,,2021-05-23,93.76
California,,2021-05-24,94.19
California,,2021-05-25,94.47
California,,2021-05-26,94.86
California,,2021-05-27,95.34
California,,2021-05-28,95.85
California,,2021-05-29,96.34
California,,2021-05-30,96.83
California,,2021-06-01,97.37
California,,2021-06-02,97.48
California,,2021-06-03,97.79
California,,2021-06-04,98.26
California,,2021-06-05,99.03
California,,2021-06-06,99.59
California,,2021-06-07,100.07
California,,2021-06-08,100.31
California,,2021-06-09,100.64
California,,2021-06-10,100.64
California,,2021-06-11,101.13
California,,2021-06-12,101.83
California,,2021-06-13,102.25
California,,2021-06-14,102.6
California,,2021-06-15,102.93
California,,2021-06-16,103.51
California,,2021-06-17,103.87
California,,2021-06-18,104.25
California,,2021-06-19,104.64
California,,2021-06-20,104.98
California,,2021-06-21,105.25
California,,2021-06-22,105.38
California,,2021-06-23,105.63
California,,2021-06-24,105.89
Colorado,,2021-01-12,3.9
Colorado,,2021-01-13,4.16
Colorado,,2021-01-14,4.42
Colorado,,2021-01-15,4.73
Colorado,,2021-01-19,5.74
Colorado,,2021-01-20,5.91
Colorado,,2021-01-21,6.13
Colorado,,2021-01-22,6.55
Colorado,,2021-01-23,6.55
Colorado,,2021-01-24,7.54
Colorado,,2021-01-25,7.78
Colorado,,2021-01-26,7.95
Colorado,,2021-01-27,8.24
Colorado,,2021-01-28,8.61
Colorado,,2021-01-29,9.06
Colorado,,2021-01-30,9.47
Colorado,,2021-01-31,9.88
Colorado,,2021-02-01,10.24
Colorado,,2021-02-02,10.44
Colorado,,2021-02-03,10.72
Colorado,,2021-02-04,11.09
Colorado,,2021-02-05,11.49
Colorado,,2021-02-06,12.07
Colorado,,2021-02-07,12.67
Colorado,,2021-02-08,13.06
Colorado,,2021-02-09,13.15
Colorado,,2021-02-10,13.67
Colorado,,2021-02-11,14.15
Colorado,,2021-02-12,14.67
Colorado,,2021-02-13,15.38
Colorado,,2021-02-14,16.09
Colorado,,2021-02-16,17.38
Colorado,,2021-02-17,17.78
Colorado,,2021-02-18,18.29
Colorado,,2021-02-19,19.66
Colorado,,2021-02-20,20.28
Colorado,,2021-02-21,20.88
Colorado,,2021-02-22,21.39
Colorado,,2021-02-23,21.42
Colorado,,2021-02-24,22.02
Colorado,,2021-02-25,22.47
Colorado,,2021-02-26,22.98
Colorado,,2021-02-27,23
Colorado,,2021-02-28,23.82
Colorado,,2021-03-01,24.54
Colorado,,2021-03-02,24.81
Colorado,,2021-03-03,25.39
Colorado,,2021-03-04,25.96
Colorado,,2021-03-05,26.55
Colorado,,2021-03-06,27.44
Colorado,,2021-03-07,28.24
Colorado,,2021-03-08,28.26
Colorado,,2021-03-09,28.66
Colorado,,2021-03-10,29.42
Colorado,,2021-03-11,30.63
Colorado,,2021-03-12,31.55
Colorado,,2021-03-13,32.62
Colorado,,2021-03-14,32.62
Colorado,,2021-03-15,33.58
Colorado,,2021-03-16,33.83
Colorado,,2021-03-17,34.51
Colorado,,2021-03-18,35.24
Colorado,,2021-03-19,36.12
Colorado,,2021-03-20,38
Colorado,,2021-03-21,39.08
Colorado,,2021-03-22,39.53
Colorado,,2021-03-23,40.12
Colorado,,2021-03-24,40.7
Colorado,,2021-03-25,41.48
Colorado,,2021-03-26,42.43
Colorado,,2021-03-27,43.43
Colorado,,2021-03-28,44.61
Colorado,,2021-03-29,45.2
Colorado,,2021-03-30,45.94
Colorado,,2021-03-31,46.73
Colorado,,2021-04-01,47.68
Colorado,,2021-04-02,48.69
Colorado,,2021-04-03,49.98
Colorado,,2021-04-04,51.3
Colorado,,2021-04-05,51.74
Colorado,,2021-04-06,52.41
Colorado,,2021-04-07,53.47
Colorado,,2021-04-08,54.35
Colorado,,2021-04-09,55.3
Colorado,,2021-04-10,56.72
Colorado,,2021-04-11,57.93
Colorado,,2021-04-12,59.17
Colorado,,2021-04-13,60.15
Colorado,,2021-04-14,61.26
Colorado,,2021-04-15,62.23
Colorado,,2021-04-16,63.32
Colorado,,2021-04-17,64.5
Colorado,,2021-04-18,65.82
Colorado,,2021-04-19,66.79
Colorado,,2021-04-20,67.56
Colorado,,2021-04-21,68.46
Colorado,,2021-04-22,69.53
Colorado,,2021-04-23,70.65
Colorado,,2021-04-24,70.71
Colorado,,2021-04-25,73.12
Colorado,,2021-04-26,73.64
Colorado,,2021-04-27,74.3
Colorado,,2021-04-28,75.08
Colorado,,2021-04-29,76.21
Colorado,,2021-04-30,77.15
Colorado,,2021-05-01,78.25
Colorado,,2021-05-02,78.99
Colorado,,2021-05-03,79.38
Colorado,,2021-05-04,79.92
Colorado,,2021-05-05,80.74
Colorado,,2021-05-06,81.82
Colorado,,2021-05-07,82.8
Colorado,,2021-05-08,83.68
Colorado,,2021-05-09,84.76
Colorado,,2021-05-10,85.5
Colorado,,2021-05-11,86.11
Colorado,,2021-05-12,86.56
Colorado,,2021-05-13,87.09
Colorado,,2021-05-14,87.96
Colorado,,2021-05-15,88.73
Colorado,,2021-05-16,89.7
Colorado,,2021-05-17,90.09
Colorado,,2021-05-18,90.47
Colorado,,2021-05-19,91.19
Colorado,,2021-05-20,91.78
Colorado,,2021-05-21,91.81
Colorado,,2021-05-22,93.56
Colorado,,2021-05-23,94.12
Colorado,,2021-05-24,94.42
Colorado,,2021-05-25,94.86
Colorado,,2021-05-26,95.39
Colorado,,2021-05-27,95.85
Colorado,,2021-05-28,96.39
Colorado,,2021-05-29,96.88
Colorado,,2021-05-30,97.27
Colorado,,2021-06-01,97.64
Colorado,,2021-06-02,97.94
Colorado,,2021-06-03,98.33
Colorado,,2021-06-04,98.78
Colorado,,2021-06-05,98.79
Colorado,,2021-06-06,99.31
Colorado,,2021-06-07,99.76
Colorado,,2021-06-08,100.34
Colorado,,2021-06-09,100.35
Colorado,,2021-06-10,100.82
Colorado,,2021-06-11,101.35
Colorado,,2021-06-12,101.72
Colorado,,2021-06-13,102.12
Colorado,,2021-06-14,102.13
Colorado,,2021-06-15,102.52
Colorado,,2021-06-16,103.46
Colorado,,2021-06-17,103.82
Colorado,,2021-06-18,104.06
Colorado,,2021-06-19,104.54
Colorado,,2021-06-20,104.84
Colorado,,2021-06-21,104.99
Colorado,,2021-06-22,105.17
Colorado,,2021-06-23,105.43
Colorado,,2021-06-24,105.74
Connecticut,,2021-01-12,4.25
Connecticut,,2021-01-13,4.54
Connecticut,,2021-01-14,4.82
Connecticut,,2021-01-15,5.21
Connecticut,,2021-01-19,6.44
Connecticut,,2021-01-20,6.82
Connecticut,,2021-01-21,7.42
Connecticut,,2021-01-22,8.06
Connecticut,,2021-01-23,8.61
Connecticut,,2021-01-24,9.02
Connecticut,,2021-01-25,9.29
Connecticut,,2021-01-26,9.61
Connecticut,,2021-01-27,10.13
Connecticut,,2021-01-28,10.69
Connecticut,,2021-01-29,11.31
Connecticut,,2021-01-30,11.81
Connecticut,,2021-01-31,12.25
Connecticut,,2021-02-01,12.6
Connecticut,,2021-02-02,12.79
Connecticut,,2021-02-03,13.04
Connecticut,,2021-02-04,13.51
Connecticut,,2021-02-05,14.09
Connecticut,,2021-02-06,14.57
Connecticut,,2021-02-07,14.98
Connecticut,,2021-02-08,15.21
Connecticut,,2021-02-09,15.55
Connecticut,,2021-02-10,16.12
Connecticut,,2021-02-11,16.84
Connecticut,,2021-02-12,17.58
Connecticut,,2021-02-13,18.37
Connecticut,,2021-02-14,18.92
Connecticut,,2021-02-16,19.95
Connecticut,,2021-02-17,20.7
Connecticut,,2021-02-18,21.52
Connecticut,,2021-02-19,23.07
Connecticut,,2021-02-20,23.78
Connecticut,,2021-02-21,24.14
Connecticut,,2021-02-22,24.76
Connecticut,,2021-02-23,25.04
Connecticut,,2021-02-24,25.58
Connecticut,,2021-02-25,25.97
Connecticut,,2021-02-26,26.76
Connecticut,,2021-02-27,27.49
Connecticut,,2021-02-28,28.17
Connecticut,,2021-03-01,28.93
Connecticut,,2021-03-02,29.17
Connecticut,,2021-03-03,29.77
Connecticut,,2021-03-04,30.5
Connecticut,,2021-03-05,31.46
Connecticut,,2021-03-06,32.46
Connecticut,,2021-03-07,33.53
Connecticut,,2021-03-08,34.47
Connecticut,,2021-03-09,34.94
Connecticut,,2021-03-10,35.69
Connecticut,,2021-03-11,36.58
Connecticut,,2021-03-12,37.73
Connecticut,,2021-03-13,39.59
Connecticut,,2021-03-14,39.59
Connecticut,,2021-03-15,40.46
Connecticut,,2021-03-16,40.96
Connecticut,,2021-03-17,41.61
Connecticut,,2021-03-18,42.49
Connecticut,,2021-03-19,43.52
Connecticut,,2021-03-20,44.5
Connecticut,,2021-03-21,45.52
Connecticut,,2021-03-22,46.51
Connecticut,,2021-03-23,47.03
Connecticut,,2021-03-24,47.72
Connecticut,,2021-03-25,48.72
Connecticut,,2021-03-26,49.76
Connecticut,,2021-03-27,50.88
Connecticut,,2021-03-28,52.01
Connecticut,,2021-03-29,53.06
Connecticut,,2021-03-30,53.98
Connecticut,,2021-03-31,54.81
Connecticut,,2021-04-01,55.9
Connecticut,,2021-04-02,57.09
Connecticut,,2021-04-03,58.68
Connecticut,,2021-04-04,59.98
Connecticut,,2021-04-05,61.11
Connecticut,,2021-04-06,61.32
Connecticut,,2021-04-07,62.46
Connecticut,,2021-04-08,63.94
Connecticut,,2021-04-09,65.66
Connecticut,,2021-04-10,67.09
Connecticut,,2021-04-11,68.77
Connecticut,,2021-04-12,70.08
Connecticut,,2021-04-13,71.01
Connecticut,,2021-04-14,72.14
Connecticut,,2021-04-15,73.28
Connecticut,,2021-04-16,74.93
Connecticut,,2021-04-17,76.32
Connecticut,,2021-04-18,77.71
Connecticut,,2021-04-19,78.78
Connecticut,,2021-04-20,79.51
Connecticut,,2021-04-21,80.5
Connecticut,,2021-04-22,81.72
Connecticut,,2021-04-23,82.94
Connecticut,,2021-04-24,84.34
Connecticut,,2021-04-25,85.72
Connecticut,,2021-04-26,86.79
Connecticut,,2021-04-27,87.29
Connecticut,,2021-04-28,88.27
Connecticut,,2021-04-29,89.32
Connecticut,,2021-04-30,90.34
Connecticut,,2021-05-01,91.56
Connecticut,,2021-05-02,92.57
Connecticut,,2021-05-03,93.17
Connecticut,,2021-05-04,93.57
Connecticut,,2021-05-05,94.27
Connecticut,,2021-05-06,95.32
Connecticut,,2021-05-07,96.41
Connecticut,,2021-05-08,97.47
Connecticut,,2021-05-09,98.51
Connecticut,,2021-05-10,99.4
Connecticut,,2021-05-11,100.02
Connecticut,,2021-05-12,100.61
Connecticut,,2021-05-13,101.33
Connecticut,,2021-05-14,102.03
Connecticut,,2021-05-15,102.91
Connecticut,,2021-05-16,103.92
Connecticut,,2021-05-17,104.79
Connecticut,,2021-05-18,105.29
Connecticut,,2021-05-19,105.84
Connecticut,,2021-05-20,106.72
Connecticut,,2021-05-21,107.61
Connecticut,,2021-05-22,108.63
Connecticut,,2021-05-23,108.68
Connecticut,,2021-05-24,109.93
Connecticut,,2021-05-25,110.26
Connecticut,,2021-05-26,110.66
Connecticut,,2021-05-27,111.3
Connecticut,,2021-05-28,111.99
Connecticut,,2021-05-29,112.45
Connecticut,,2021-05-30,112.89
Connecticut,,2021-06-01,113.44
Connecticut,,2021-06-02,113.56
Connecticut,,2021-06-03,113.86
Connecticut,,2021-06-04,114.2
Connecticut,,2021-06-05,114.2
Connecticut,,2021-06-06,115.23
Connecticut,,2021-06-07,115.82
Connecticut,,2021-06-08,116.14
Connecticut,,2021-06-09,116.5
Connecticut,,2021-06-10,117.01
Connecticut,,2021-06-11,117.01
Connecticut,,2021-06-12,117.66
Connecticut,,2021-06-13,118.12
Connecticut,,2021-06-14,118.51
Connecticut,,2021-06-15,119.02
Connecticut,,2021-06-16,119.52
Connecticut,,2021-06-17,119.95
Connecticut,,2021-06-18,120.29
Connecticut,,2021-06-19,120.65
Connecticut,,2021-06-20,120.89
Connecticut,,2021-06-21,121.19
Connecticut,,2021-06-22,121.32
Connecticut,,2021-06-23,121.49
Connecticut,,2021-06-24,121.73
Delaware,,2021-01-12,2.71
Delaware,,2021-01-13,2.92
Delaware,,2021-01-14,3.19
Delaware,,2021-01-15,3.19
Delaware,,2021-01-19,4.37
Delaware,,2021-01-20,4.69
Delaware,,2021-01-21,5.07
Delaware,,2021-01-22,5.57
Delaware,,2021-01-23,6.16
Delaware,,2021-01-24,6.59
Delaware,,2021-01-25,6.87
Delaware,,2021-01-26,7.04
Delaware,,2021-01-27,7.95
Delaware,,2021-01-28,8.45
Delaware,,2021-01-29,8.97
Delaware,,2021-01-30,9.5
Delaware,,2021-01-31,10.26
Delaware,,2021-02-01,10.55
Delaware,,2021-02-02,10.66
Delaware,,2021-02-03,11.04
Delaware,,2021-02-04,11.38
Delaware,,2021-02-05,11.73
Delaware,,2021-02-06,12.17
Delaware,,2021-02-07,12.68
Delaware,,2021-02-08,13.01
Delaware,,2021-02-09,13.1
Delaware,,2021-02-10,13.36
Delaware,,2021-02-11,13.7
Delaware,,2021-02-12,14.03
Delaware,,2021-02-13,14.59
Delaware,,2021-02-14,15.04
Delaware,,2021-02-16,15.65
Delaware,,2021-02-17,15.93
Delaware,,2021-02-18,16.42
Delaware,,2021-02-19,18
Delaware,,2021-02-20,18.55
Delaware,,2021-02-21,18.58
Delaware,,2021-02-22,18.89
Delaware,,2021-02-23,19.16
Delaware,,2021-02-24,19.5
Delaware,,2021-02-25,20.08
Delaware,,2021-02-26,20.92
Delaware,,2021-02-27,21.85
Delaware,,2021-02-28,22.52
Delaware,,2021-03-01,23.14
Delaware,,2021-03-02,23.15
Delaware,,2021-03-03,24.41
Delaware,,2021-03-04,25.28
Delaware,,2021-03-05,26.19
Delaware,,2021-03-06,27.17
Delaware,,2021-03-07,28.29
Delaware,,2021-03-08,28.82
Delaware,,2021-03-09,29.28
Delaware,,2021-03-10,29.29
Delaware,,2021-03-11,30.78
Delaware,,2021-03-12,31.63
Delaware,,2021-03-13,32.64
Delaware,,2021-03-14,32.64
Delaware,,2021-03-15,34.29
Delaware,,2021-03-16,34.75
Delaware,,2021-03-17,35.55
Delaware,,2021-03-18,36.41
Delaware,,2021-03-19,37.18
Delaware,,2021-03-20,38.22
Delaware,,2021-03-21,39.26
Delaware,,2021-03-22,39.96
Delaware,,2021-03-23,39.96
Delaware,,2021-03-24,40.79
Delaware,,2021-03-25,41.76
Delaware,,2021-03-26,42.88
Delaware,,2021-03-27,43.97
Delaware,,2021-03-28,45.06
Delaware,,2021-03-29,45.96
Delaware,,2021-03-30,46.57
Delaware,,2021-03-31,47.6
Delaware,,2021-04-01,48.67
Delaware,,2021-04-02,49.91
Delaware,,2021-04-03,51.22
Delaware,,2021-04-04,52.23
Delaware,,2021-04-05,53.03
Delaware,,2021-04-06,53.31
Delaware,,2021-04-07,54.23
Delaware,,2021-04-08,55.11
Delaware,,2021-04-09,56.47
Delaware,,2021-04-10,57.67
Delaware,,2021-04-11,59.16
Delaware,,2021-04-12,59.81
Delaware,,2021-04-13,60.37
Delaware,,2021-04-14,61.58
Delaware,,2021-04-15,62.87
Delaware,,2021-04-16,64.26
Delaware,,2021-04-17,65.44
Delaware,,2021-04-18,66.6
Delaware,,2021-04-19,67.48
Delaware,,2021-04-20,68.02
Delaware,,2021-04-21,69.06
Delaware,,2021-04-22,70.14
Delaware,,2021-04-23,71.34
Delaware,,2021-04-24,72.4
Delaware,,2021-04-25,73.65
Delaware,,2021-04-26,74.32
Delaware,,2021-04-27,74.87
Delaware,,2021-04-28,75.95
Delaware,,2021-04-29,76.86
Delaware,,2021-04-30,78
Delaware,,2021-05-01,79.21
Delaware,,2021-05-02,80.22
Delaware,,2021-05-03,80.49
Delaware,,2021-05-04,80.83
Delaware,,2021-05-05,81.48
Delaware,,2021-05-06,81.48
Delaware,,2021-05-07,83.21
Delaware,,2021-05-08,83.97
Delaware,,2021-05-09,84.76
Delaware,,2021-05-10,85.38
Delaware,,2021-05-11,85.99
Delaware,,2021-05-12,86.4
Delaware,,2021-05-13,86.92
Delaware,,2021-05-14,87.43
Delaware,,2021-05-15,87.91
Delaware,,2021-05-16,88.65
Delaware,,2021-05-17,89.16
Delaware,,2021-05-18,89.38
Delaware,,2021-05-19,89.76
Delaware,,2021-05-20,89.99
Delaware,,2021-05-21,90.72
Delaware,,2021-05-22,91.7
Delaware,,2021-05-23,92.51
Delaware,,2021-05-24,92.91
Delaware,,2021-05-25,93.28
Delaware,,2021-05-26,93.64
Delaware,,2021-05-27,94.16
Delaware,,2021-05-28,95.27
Delaware,,2021-05-29,95.96
Delaware,,2021-05-30,96.44
Delaware,,2021-06-01,96.91
Delaware,,2021-06-02,97.03
Delaware,,2021-06-03,97.25
Delaware,,2021-06-04,97.71
Delaware,,2021-06-05,97.71
Delaware,,2021-06-06,98.69
Delaware,,2021-06-07,99.05
Delaware,,2021-06-08,99.27
Delaware,,2021-06-09,99.35
Delaware,,2021-06-10,99.54
Delaware,,2021-06-11,99.97
Delaware,,2021-06-12,100.46
Delaware,,2021-06-13,100.89
Delaware,,2021-06-14,101.31
Delaware,,2021-06-15,101.72
Delaware,,2021-06-16,101.72
Delaware,,2021-06-17,102.39
Delaware,,2021-06-18,102.82
Delaware,,2021-06-19,103.29
Delaware,,2021-06-20,103.29
Delaware,,2021-06-21,103.77
Delaware,,2021-06-22,103.93
Delaware,,2021-06-23,104.08
Delaware,,2021-06-24,104.3
District of Columbia,,2021-01-12,4.22
District of Columbia,,2021-01-13,4.68
District of Columbia,,2021-01-14,5.2
District of Columbia,,2021-01-15,5.66
District of Columbia,,2021-01-19,7.08
District of Columbia,,2021-01-20,7.33
District of Columbia,,2021-01-21,7.81
District of Columbia,,2021-01-22,8.06
District of Columbia,,2021-01-23,8.47
District of Columbia,,2021-01-24,8.84
District of Columbia,,2021-01-25,9.1
District of Columbia,,2021-01-26,9.17
District of Columbia,,2021-01-27,9.65
District of Columbia,,2021-01-28,10.04
District of Columbia,,2021-01-29,10.39
District of Columbia,,2021-01-30,10.86
District of Columbia,,2021-01-31,11.41
District of Columbia,,2021-02-01,11.69
District of Columbia,,2021-02-02,11.84
District of Columbia,,2021-02-03,12.05
District of Columbia,,2021-02-04,13.33
District of Columbia,,2021-02-05,14.01
District of Columbia,,2021-02-06,14.46
District of Columbia,,2021-02-07,14.99
District of Columbia,,2021-02-08,15.37
District of Columbia,,2021-02-09,15.37
District of Columbia,,2021-02-10,15.37
District of Columbia,,2021-02-11,15.83
District of Columbia,,2021-02-12,16.17
District of Columbia,,2021-02-13,16.47
District of Columbia,,2021-02-14,17.19
District of Columbia,,2021-02-16,17.92
District of Columbia,,2021-02-17,18.2
District of Columbia,,2021-02-18,18.48
District of Columbia,,2021-02-19,22.26
District of Columbia,,2021-02-20,22.62
District of Columbia,,2021-02-21,23.05
District of Columbia,,2021-02-22,23.27
District of Columbia,,2021-02-23,23.62
District of Columbia,,2021-02-24,24.14
District of Columbia,,2021-02-25,24.52
District of Columbia,,2021-02-26,24.94
District of Columbia,,2021-02-27,26.18
District of Columbia,,2021-02-28,27.59
District of Columbia,,2021-03-01,28.06
District of Columbia,,2021-03-02,28.23
District of Columbia,,2021-03-03,28.63
District of Columbia,,2021-03-04,29.39
District of Columbia,,2021-03-05,30
District of Columbia,,2021-03-06,31.26
District of Columbia,,2021-03-07,32.01
District of Columbia,,2021-03-08,32.61
District of Columbia,,2021-03-09,32.97
District of Columbia,,2021-03-10,33.75
District of Columbia,,2021-03-11,34.58
District of Columbia,,2021-03-12,35.44
District of Columbia,,2021-03-13,36.35
District of Columbia,,2021-03-14,37.48
District of Columbia,,2021-03-15,38.43
District of Columbia,,2021-03-16,38.88
District of Columbia,,2021-03-17,39.89
District of Columbia,,2021-03-18,40.46
District of Columbia,,2021-03-19,41.24
District of Columbia,,2021-03-20,42.03
District of Columbia,,2021-03-21,42.89
District of Columbia,,2021-03-22,43.5
District of Columbia,,2021-03-23,43.83
District of Columbia,,2021-03-24,44.4
District of Columbia,,2021-03-25,45.37
District of Columbia,,2021-03-26,46.33
District of Columbia,,2021-03-27,47.44
District of Columbia,,2021-03-28,48.88
District of Columbia,,2021-03-29,50.12
District of Columbia,,2021-03-30,50.88
District of Columbia,,2021-03-31,53.04
District of Columbia,,2021-04-01,54.03
District of Columbia,,2021-04-02,55.06
District of Columbia,,2021-04-03,56.24
District of Columbia,,2021-04-04,57.18
District of Columbia,,2021-04-05,57.72
District of Columbia,,2021-04-06,58.43
District of Columbia,,2021-04-07,58.54
District of Columbia,,2021-04-08,60.48
District of Columbia,,2021-04-09,61.62
District of Columbia,,2021-04-10,63.09
District of Columbia,,2021-04-11,64.33
District of Columbia,,2021-04-12,65.54
District of Columbia,,2021-04-13,66.11
District of Columbia,,2021-04-14,66.87
District of Columbia,,2021-04-15,68.28
District of Columbia,,2021-04-16,69.59
District of Columbia,,2021-04-17,70.97
District of Columbia,,2021-04-18,72.5
District of Columbia,,2021-04-19,73.9
District of Columbia,,2021-04-20,74.41
District of Columbia,,2021-04-21,75.41
District of Columbia,,2021-04-22,76.41
District of Columbia,,2021-04-23,77.76
District of Columbia,,2021-04-24,79.11
District of Columbia,,2021-04-25,80.48
District of Columbia,,2021-04-26,81.69
District of Columbia,,2021-04-27,82.33
District of Columbia,,2021-04-28,83.38
District of Columbia,,2021-04-29,84.4
District of Columbia,,2021-04-30,85.27
District of Columbia,,2021-05-01,86.25
District of Columbia,,2021-05-02,87.22
District of Columbia,,2021-05-03,87.88
District of Columbia,,2021-05-04,88.01
District of Columbia,,2021-05-05,88.71
District of Columbia,,2021-05-06,89.45
District of Columbia,,2021-05-07,90.38
District of Columbia,,2021-05-08,91.76
District of Columbia,,2021-05-09,92.89
District of Columbia,,2021-05-10,94.23
District of Columbia,,2021-05-11,95.21
District of Columbia,,2021-05-12,96.6
District of Columbia,,2021-05-13,97.2
District of Columbia,,2021-05-14,98.09
District of Columbia,,2021-05-15,98.91
District of Columbia,,2021-05-16,101.18
District of Columbia,,2021-05-17,102.67
District of Columbia,,2021-05-18,103.37
District of Columbia,,2021-05-19,103.89
District of Columbia,,2021-05-20,104.79
District of Columbia,,2021-05-21,106.04
District of Columbia,,2021-05-22,106.9
